,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__solver,param_vect__max_df,param_vect__min_df,param_vect__norm,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
73,4.584289908409119,0.32066428661346436,0.41519904136657715,0.08876729011535645,0.1,lbfgs,0.6,1,l2,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.6, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.2847368421052632,0.2836842105263158,0.28421052631578947,0.0005263157894736803,241
74,3.0550179481506348,0.19859552383422852,0.7019443511962891,0.2737917900085449,0.1,lbfgs,0.6,3,l1,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.6, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.10631578947368421,0.10578947368421053,0.10605263157894737,0.00026315789473684015,271
75,2.5506352186203003,0.20803296566009521,0.27795159816741943,0.10345947742462158,0.1,lbfgs,0.6,3,l2,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.6, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.358421052631579,0.3473684210526316,0.35289473684210526,0.005526315789473684,229
76,2.084168553352356,0.13115298748016357,0.19154572486877441,0.018350601196289062,0.1,lbfgs,0.6,5,l1,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.6, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.10657894736842105,0.10657894736842105,0.10657894736842105,0.0,262
77,1.9995720386505127,0.14884138107299805,0.26486754417419434,0.05488133430480957,0.1,lbfgs,0.6,5,l2,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.6, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.39342105263157895,0.37684210526315787,0.3851315789473684,0.008289473684210541,217
78,0.8431837558746338,0.03507852554321289,0.9265642166137695,0.11029171943664551,0.1,lbfgs,0.6,10,l1,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.6, 'vect__min_df': 10, 'vect__norm': 'l1'}",0.1118421052631579,0.11131578947368422,0.11157894736842106,0.00026315789473684015,256
79,1.0129446983337402,0.25720691680908203,1.3535319566726685,0.030585408210754395,0.1,lbfgs,0.6,10,l2,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.6, 'vect__min_df': 10, 'vect__norm': 'l2'}",0.44526315789473686,0.42736842105263156,0.4363157894736842,0.008947368421052648,199
80,3.1886351108551025,0.9815359115600586,1.3156968355178833,0.6582175493240356,0.1,lbfgs,0.8,1,l1,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.8, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
81,3.544194221496582,0.5995948314666748,1.1939424276351929,0.08624088764190674,0.1,lbfgs,0.8,1,l2,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.8, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.2847368421052632,0.2836842105263158,0.28421052631578947,0.0005263157894736803,241
82,1.5404722690582275,0.4675469398498535,1.647849678993225,0.5028620958328247,0.1,lbfgs,0.8,3,l1,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.8, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.10631578947368421,0.10578947368421053,0.10605263157894737,0.00026315789473684015,271
83,2.0931074619293213,0.19378042221069336,1.3735871315002441,0.20570850372314453,0.1,lbfgs,0.8,3,l2,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.8, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.358421052631579,0.3473684210526316,0.35289473684210526,0.005526315789473684,229
84,2.6604130268096924,0.32337141036987305,1.0412249565124512,0.3335697650909424,0.1,lbfgs,0.8,5,l1,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.8, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.10657894736842105,0.10657894736842105,0.10657894736842105,0.0,262
85,2.5225924253463745,0.26487982273101807,0.783144474029541,0.38928890228271484,0.1,lbfgs,0.8,5,l2,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.8, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.39342105263157895,0.37684210526315787,0.3851315789473684,0.008289473684210541,217
86,2.3392741680145264,0.37044215202331543,0.3504079580307007,0.06605827808380127,0.1,lbfgs,0.8,10,l1,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.8, 'vect__min_df': 10, 'vect__norm': 'l1'}",0.1118421052631579,0.11131578947368422,0.11157894736842106,0.00026315789473684015,256
87,1.2496438026428223,0.0428929328918457,1.0145494937896729,0.048026323318481445,0.1,lbfgs,0.8,10,l2,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.8, 'vect__min_df': 10, 'vect__norm': 'l2'}",0.44526315789473686,0.42736842105263156,0.4363157894736842,0.008947368421052648,199
88,4.083768010139465,0.6527198553085327,1.7000536918640137,0.14653420448303223,0.1,lbfgs,1.0,1,l1,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 1.0, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
